CustomerID,Recency,Frequency,MonetaryValue,cluster
13514.0,74,1,152.20000000000002,3
13515.0,73,4,891.12,2
13516.0,22,3,1389.41,2
13517.0,60,3,2128.42,2
13518.0,86,1,627.16,3
13519.0,79,1,122.75,3
13520.0,59,6,3624.35,2
13521.0,2,3,1071.73,0
13522.0,31,1,125.80000000000001,0
13523.0,34,5,3964.88,2
13524.0,41,5,680.1800000000001,2
13525.0,15,2,628.78,0
13527.0,34,7,2242.36,2
13529.0,79,2,307.76,3
13531.0,206,2,483.8,3
13532.0,34,1,210.31,0
13533.0,183,3,269.09,3
13534.0,3,25,5870.08,1
13536.0,2,7,3444.39,1
13538.0,44,7,1280.85,2
13539.0,86,3,631.34,2
13544.0,40,2,276.06,0
13546.0,13,3,621.09,0
13548.0,97,2,678.16,3
13549.0,26,7,918.2,2
13551.0,320,1,91.80000000000001,3
13552.0,67,12,3740.07,1
13555.0,74,4,4098.88,2
13557.0,29,2,584.06,0
13558.0,6,4,594.52,0
13560.0,8,1,171.42000000000002,0
13561.0,216,1,141.85999999999999,3
13562.0,82,3,1799.33,2
13563.0,85,2,777.53,2
13564.0,145,3,1724.67,2
13565.0,20,2,240.22,0
13566.0,41,2,856.84,2
13568.0,174,1,187.05,3
13569.0,18,2,338.62,0
13570.0,244,1,239.49,3
13571.0,13,12,2088.94,1
13572.0,206,1,1384.25,3
13573.0,51,2,290.25,0
13575.0,24,5,732.0699999999999,2
13576.0,11,18,6717.34,1
13577.0,26,4,1687.6000000000001,2
13579.0,15,2,467.04,0
13581.0,310,1,118.0,3
13583.0,156,1,781.03,3
13584.0,307,1,142.4,3
13587.0,64,1,712.4,3
13588.0,16,9,2478.95,1
13589.0,15,2,379.65,0
13590.0,12,6,1981.92,1
13591.0,65,3,1117.13,2
13592.0,36,4,247.95999999999998,0
13593.0,109,5,2011.88,2
13594.0,53,1,396.97,3
13596.0,6,2,664.11,0
13598.0,48,1,160.04,3
13599.0,2,21,5149.92,1
13600.0,313,1,219.52,3
13601.0,46,2,693.32,2
13602.0,65,1,428.89,3
13603.0,27,1,164.34,0
13606.0,30,3,276.75,0
13607.0,41,1,675.51,0
13610.0,13,7,1082.33,1
13611.0,90,3,1154.4,2
13614.0,25,4,1585.46,2
13615.0,319,1,417.69,3
13617.0,41,3,544.18,2
13618.0,174,1,177.34,3
13621.0,117,1,213.85,3
13623.0,31,5,727.74,2
13626.0,253,1,257.23,3
13627.0,60,5,1638.47,2
13629.0,24,11,7792.36,1
13630.0,6,7,2031.78,1
13631.0,100,11,3070.42,2
13632.0,25,5,2118.93,2
13634.0,34,5,1547.3600000000001,2
13635.0,68,1,1071.03,2
13636.0,37,5,949.12,2
13637.0,53,3,804.3,2
13638.0,16,1,122.64,0
13639.0,75,1,1033.34,3
13642.0,216,1,312.28,3
13643.0,32,3,519.44,0
13644.0,17,4,2624.26,2
13645.0,121,1,252.1,3
13647.0,10,4,1648.1200000000001,2
13649.0,257,2,346.6,3
13650.0,17,6,1836.34,2
13651.0,36,2,94.2,0
13652.0,46,3,1095.08,2
13654.0,44,6,2707.33,2
13655.0,115,2,932.97,2
13656.0,165,2,379.65,3
13657.0,11,2,382.14,0
13658.0,10,5,2639.17,1
13659.0,206,2,1563.0,2
13662.0,86,3,881.26,2
13663.0,180,1,189.47,3
13666.0,61,3,84.65,3
13667.0,150,1,299.05,3
13668.0,3,21,6309.83,1
13669.0,51,2,218.55,3
13670.0,76,1,349.7,3
13672.0,302,2,186.39000000000001,3
13673.0,19,2,387.44,0
13675.0,152,2,486.82000000000005,3
13678.0,152,1,232.6,3
13680.0,2,4,3719.12,1
13681.0,18,4,827.83,2
13682.0,188,1,59.5,3
13684.0,286,1,65.13,3
13685.0,3,7,3119.44,1
13686.0,183,1,72.0,3
13689.0,64,1,910.0,3
13690.0,60,1,172.25,3
13692.0,25,3,1488.32,2
13694.0,4,50,65039.62,1
13695.0,32,15,2504.13,1
13697.0,39,1,151.29999999999998,3
13699.0,156,1,308.58000000000004,3
13700.0,27,10,2248.63,1
13703.0,319,1,99.5,3
13704.0,6,9,2308.06,1
13705.0,8,3,711.86,0
13706.0,303,1,330.79,3
13707.0,268,2,806.41,3
13708.0,272,1,285.33,3
13709.0,4,13,6307.650000000001,1
13710.0,32,1,180.48,0
13711.0,219,2,252.06,3
13712.0,247,1,228.84,3
13715.0,282,5,1077.39,2
13716.0,270,1,138.28,3
13717.0,33,6,1445.01,2
13718.0,247,2,306.55,3
13719.0,16,5,1041.68,2
13720.0,117,4,799.9,2
13721.0,37,1,524.14,0
13722.0,132,3,2375.41,2
13723.0,218,1,199.85000000000002,3
13725.0,50,8,1980.56,2
13726.0,39,2,1079.6599999999999,2
13727.0,29,2,333.48,0
13728.0,37,6,1016.14,2
13730.0,136,2,752.6,3
13731.0,220,2,610.59,3
13732.0,29,1,491.86,0
13735.0,25,4,2883.54,2
13736.0,6,2,729.8,0
13737.0,201,1,339.59999999999997,3
13739.0,19,1,216.9,0
13740.0,241,1,350.75,3
13741.0,72,3,668.4300000000001,2
13742.0,17,12,3107.87,1
13743.0,3,7,1341.6,1
13744.0,96,2,1080.52,2
13745.0,163,1,300.04,3
13747.0,374,1,79.6,3
13748.0,96,5,948.25,2
13750.0,54,5,1647.26,2
13751.0,289,1,296.25,3
13752.0,125,6,1175.38,2
13753.0,288,1,741.26,3
13754.0,152,2,282.59999999999997,3
13755.0,4,9,2108.06,1
13756.0,3,14,5189.52,1
13758.0,12,7,3190.55,1
13759.0,34,2,659.4100000000001,0
13760.0,55,2,286.79,3
13761.0,51,2,1070.65,2
13762.0,219,1,306.72,3
13763.0,64,1,1714.96,2
13764.0,71,3,1519.42,2
13767.0,3,37,17220.36,1
13769.0,3,10,2796.51,1
13771.0,65,4,2634.45,2
13772.0,34,3,1122.63,2
13774.0,82,1,345.0,3
13777.0,1,33,25977.16,1
13778.0,104,1,178.7,3
13780.0,8,2,360.01,0
13781.0,251,1,127.84,3
13782.0,13,6,908.86,2
13784.0,10,11,2462.79,1
13786.0,368,1,230.39999999999998,3
13787.0,76,2,309.04,3
13790.0,5,1,348.8,0
13791.0,128,2,1516.0,2
13792.0,67,2,195.55,3
13798.0,2,57,37153.85,1
13799.0,117,2,688.86,3
13800.0,310,1,558.32,3
13801.0,67,1,324.8,3
13802.0,139,3,4599.42,2
13803.0,256,1,277.07,3
13804.0,31,7,2588.39,2
13805.0,53,2,924.6,2
13806.0,64,1,256.38,3
13807.0,368,1,112.6,3
13808.0,6,5,1747.66,1
13809.0,306,1,155.05,3
13810.0,29,3,1499.01,2
13811.0,184,3,814.5,2
13812.0,43,3,539.0,2
13813.0,40,4,1366.8600000000001,2
13814.0,93,2,1579.12,2
13815.0,23,4,4027.36,2
13816.0,24,2,571.6700000000001,0
13817.0,30,2,382.98,0
13819.0,302,3,1140.35,2
13821.0,145,2,385.64,3
13822.0,6,2,632.0,0
13823.0,19,2,957.66,0
13824.0,33,5,1698.94,2
13826.0,177,1,189.5,3
13827.0,58,3,409.8,2
13828.0,23,1,209.49,0
13831.0,17,6,2198.45,1
13832.0,20,1,52.199999999999996,0
13833.0,160,1,383.85,3
13835.0,26,4,834.57,2
13837.0,212,2,266.59000000000003,3
13838.0,6,4,674.82,0
13841.0,253,1,85.0,3
13842.0,59,9,3385.62,2
13844.0,12,1,361.62,0
13845.0,65,1,312.98,3
13846.0,25,3,865.0600000000001,2
13848.0,93,3,1255.0,2
13849.0,52,2,1537.95,2
13850.0,130,1,1595.48,2
13851.0,96,3,2651.46,2
13853.0,58,1,1090.14,2
13854.0,9,25,8109.5199999999995,1
13856.0,169,3,388.5,3
13858.0,58,1,216.17,3
13859.0,327,1,201.16,3
13860.0,2,5,1245.9,1
13862.0,19,8,2209.36,1
13863.0,248,1,305.78,3
13865.0,59,4,501.56,2
13866.0,75,1,145.67000000000002,3
13867.0,32,3,1005.09,2
13868.0,8,2,3192.54,0
13869.0,124,4,3083.65,2
13870.0,3,8,2770.94,1
13871.0,23,13,6403.25,1
13873.0,120,3,389.6,3
13874.0,359,1,540.45,3
13875.0,54,5,1786.79,2
13876.0,64,1,122.7,3
13877.0,87,1,117.24,3
13878.0,55,1,1271.57,2
13880.0,22,13,3219.77,1
13881.0,4,20,17159.52,1
13882.0,3,5,1191.13,1
13883.0,11,5,2674.48,1
13884.0,8,5,787.6,0
13885.0,190,2,506.8,3
13886.0,72,1,243.56,3
13887.0,205,1,349.55,3
13888.0,120,2,595.67,3
13889.0,93,1,416.90000000000003,3
13890.0,2,10,1883.8100000000002,1
13892.0,27,4,632.97,2
13893.0,298,1,821.1,3
13894.0,24,3,564.62,0
13895.0,29,4,2593.07,2
13897.0,51,1,311.16,3
13898.0,326,1,155.93,3
13899.0,17,2,388.52,0
13900.0,184,3,740.95,2
13901.0,73,5,2867.2,2
13904.0,38,2,332.64,0
13908.0,80,4,2369.55,2
13911.0,58,9,2580.91,2
13914.0,12,2,626.45,0
13917.0,50,2,272.04,0
13918.0,50,2,1212.8400000000001,2
13919.0,60,2,384.81,3
13922.0,352,1,172.25,3
13923.0,54,1,351.13,3
13924.0,2,6,1838.8500000000001,1
13925.0,93,4,678.25,2
13926.0,24,1,223.85000000000002,0
13927.0,75,1,348.99,3
13928.0,11,4,464.57,0
13929.0,170,2,842.65,3
13930.0,58,2,337.34,3
13931.0,96,2,1237.53,2
13932.0,295,1,307.4,3
13933.0,110,2,608.7900000000001,3
13934.0,264,1,922.1,3
13936.0,180,1,376.58,3
13937.0,170,1,158.85,3
13938.0,36,1,71.66,3
13939.0,24,3,568.55,0
13940.0,18,4,839.14,2
13941.0,22,5,5112.96,1
13946.0,80,3,561.5699999999999,2
13947.0,66,1,90.6,3
13948.0,361,1,102.0,3
13949.0,3,6,2427.32,1
13950.0,12,4,745.06,0
13951.0,177,3,674.45,2
13952.0,218,2,3251.071,2
13953.0,8,7,3515.68,1
13954.0,2,2,439.92,0
13955.0,155,2,322.96,3
13956.0,6,5,1019.27,0
13959.0,80,3,594.04,2
13960.0,22,2,230.22,0
13962.0,22,2,169.55,0
13963.0,309,4,664.54,2
13967.0,146,1,80.7,3
13969.0,8,18,9024.17,1
13971.0,19,8,2758.26,1
13972.0,71,2,190.25,3
13973.0,288,1,264.7,3
13974.0,50,1,413.59000000000003,3
13975.0,32,6,2461.2400000000002,2
13976.0,207,1,357.98,3
13978.0,15,2,196.79000000000002,0
13979.0,74,1,869.87,3
13980.0,61,1,200.14,3
13982.0,40,4,1871.81,2
13983.0,30,12,2603.43,1
13984.0,27,5,920.51,2
13985.0,5,15,7060.13,1
13986.0,18,1,320.46,0
13988.0,20,6,4147.96,1
13989.0,66,2,1266.08,2
13990.0,214,1,311.3,3
13991.0,13,6,852.88,2
13992.0,31,1,76.8,0
13993.0,43,9,3466.36,1
13994.0,4,6,2274.14,1
13995.0,16,5,1393.69,2
13999.0,11,12,3901.81,1
14000.0,212,1,635.66,3
14001.0,46,3,2043.0800000000002,2
14002.0,135,2,529.73,3
14004.0,44,7,4582.64,2
14005.0,10,5,2874.72,1
14006.0,116,3,962.19,2
14009.0,199,2,695.61,3
14012.0,278,1,328.8,3
14013.0,111,3,473.02,3
14014.0,78,1,505.18,3
14015.0,53,1,917.34,0
14016.0,162,4,4341.21,2
14019.0,47,3,1421.61,2
14020.0,17,2,642.8,0
14021.0,156,3,631.9,2
14022.0,226,1,440.0,3
14023.0,8,2,584.07,0
14024.0,122,2,327.7,3
14027.0,61,1,104.82,3
14029.0,64,2,467.66,3
14030.0,19,8,2358.84,1
14031.0,8,19,17286.86,1
14032.0,3,11,2975.59,1
14034.0,23,3,648.89,0
14035.0,29,5,1428.02,2
14036.0,285,1,626.65,3
14037.0,177,2,147.20000000000002,3
14038.0,79,3,1560.38,2
14039.0,34,1,152.2,0
14040.0,41,12,3560.32,1
14041.0,267,1,141.41,3
14044.0,27,4,646.42,2
14045.0,110,4,1659.75,2
14046.0,285,1,154.99,3
14047.0,9,5,1308.6100000000001,1
14048.0,306,1,409.93,3
14049.0,17,4,5578.72,1
14050.0,32,2,746.36,0
14051.0,1,23,15610.390000000001,1
14052.0,20,1,225.36,0
14053.0,125,2,260.25,3
14054.0,66,1,92.46,3
14055.0,107,1,725.6400000000001,3
14056.0,2,23,8152.71,1
14057.0,24,17,6211.66,1
14059.0,267,1,183.6,3
14060.0,5,19,6140.42,1
14062.0,10,12,10464.85,1
14064.0,30,5,1334.34,2
14066.0,267,1,152.55,3
14067.0,64,2,374.7,3
14068.0,321,1,265.85,3
14071.0,4,8,1437.57,1
14073.0,33,1,151.04,0
14075.0,5,3,942.26,0
14076.0,130,1,118.67,3
14077.0,41,5,499.41999999999996,2
14078.0,102,6,1049.37,2
14079.0,125,1,375.1,3
14080.0,33,1,45.599999999999994,3
14081.0,303,2,921.62,3
14082.0,365,1,182.25,3
14083.0,5,9,1002.9,1
14085.0,3,18,4421.29,1
14087.0,3,1,191.47,0
14088.0,11,13,50491.81,1
14089.0,57,1,158.75,3
14090.0,325,1,76.32000000000001,3
14092.0,8,14,4076.91,1
14093.0,13,1,433.86,0
14096.0,5,17,65164.79,1
14098.0,37,1,147.35,0
14099.0,17,11,3104.17,1
14100.0,138,1,191.95000000000002,3
14101.0,74,6,5976.79,2
14102.0,6,5,1105.8799999999999,1
14104.0,155,2,216.20999999999998,3
14105.0,240,1,1266.23,3
14107.0,52,7,2703.23,2
14108.0,31,2,597.91,0
14109.0,73,1,144.2,3
14110.0,4,12,5683.15,1
14111.0,15,4,692.85,0
14112.0,23,7,2915.15,1
14113.0,4,4,1840.42,1
14114.0,274,2,386.53,3
14116.0,20,5,1382.74,2
14117.0,144,1,90.0,3
14121.0,4,4,2780.15,1
14124.0,85,1,419.58000000000004,3
14125.0,11,3,2720.63,2
14126.0,8,3,706.1300000000001,0
14127.0,123,3,709.71,2
14128.0,61,2,637.5,2
14129.0,2,5,1123.8600000000001,1
14130.0,320,1,480.91,3
14132.0,3,11,3586.0299999999997,1
14133.0,130,3,605.64,2
14135.0,2,15,4690.31,1
14138.0,2,2,965.8800000000001,0
14139.0,47,1,415.82,0
14140.0,4,2,935.05,0
14141.0,3,4,915.13,0
14142.0,374,1,311.81,3
14143.0,134,1,115.8,3
14145.0,47,4,3742.2,2
14146.0,9,5,4191.0,1
14147.0,79,2,483.4,3
14148.0,234,1,157.2,3
14149.0,221,1,446.62,3
14150.0,36,2,658.64,0
14152.0,76,2,621.29,2
14154.0,240,2,1345.62,2
14155.0,267,1,118.75,3
14156.0,10,55,117210.08,1
14157.0,20,2,424.89000000000004,0
14158.0,41,1,507.66,0
14159.0,20,11,4630.35,1
14161.0,216,3,1097.6200000000001,2
14162.0,174,2,289.36,3
14163.0,88,4,2445.91,2
14164.0,71,2,1631.77,2
14165.0,276,1,120.44,3
14167.0,40,4,562.59,2
14171.0,99,1,363.79,3
14173.0,11,4,450.84,0
14174.0,34,1,134.46,0
14175.0,60,3,3222.3,2
14176.0,298,4,576.9000000000001,3
14177.0,87,4,549.46,2
14178.0,9,7,1600.26,1
14179.0,41,2,701.57,0
14180.0,11,25,4748.52,1
14184.0,67,1,452.89,3
14185.0,332,1,197.65,3
14188.0,31,6,2054.36,2
14189.0,3,15,4654.08,1
14191.0,2,13,4684.76,1
14193.0,68,2,853.39,2
14194.0,5,21,11349.52,1
14195.0,202,2,1012.0,3
14196.0,107,1,335.52,3
14198.0,19,4,701.4,0
14199.0,219,1,185.39999999999998,3
14201.0,61,7,747.44,2
14204.0,3,1,150.61,0
14205.0,17,2,466.7,0
14206.0,240,1,328.15999999999997,3
14208.0,95,1,151.74,3
14209.0,11,6,2073.43,1
14210.0,106,6,1905.8400000000001,2
14211.0,54,9,2241.1,2
14212.0,90,1,1070.48,3
14214.0,31,5,1004.38,2
14215.0,12,6,1789.72,1
14216.0,4,4,1839.3,1
14217.0,2,17,2004.98,1
14218.0,43,1,169.48000000000002,3
14219.0,5,1,89.94,0
14220.0,248,2,632.4,3
14221.0,43,9,3432.8,1
14222.0,178,1,683.17,3
14223.0,93,3,991.13,2
14224.0,111,4,1009.73,2
14226.0,29,5,2214.79,2
14227.0,27,10,3350.96,1
14229.0,52,3,1547.2,2
14231.0,184,3,925.71,2
14232.0,43,5,2048.07,2
14233.0,50,4,1462.72,2
14234.0,23,4,754.12,2
14235.0,76,5,3144.86,2
14236.0,81,2,490.86,3
14237.0,374,1,161.0,3
14238.0,327,1,146.85,3
14239.0,44,11,2380.85,1
14240.0,31,2,890.34,0
14241.0,184,1,213.70000000000002,3
14242.0,235,2,280.55,3
14243.0,9,10,2588.77,1
14245.0,220,2,1693.45,2
14246.0,111,3,1474.06,2
14247.0,279,1,136.76999999999998,3
14248.0,319,1,302.58,3
14250.0,8,3,1904.05,0
14251.0,2,5,2879.7000000000003,1
14256.0,261,2,969.0600000000001,3
14257.0,65,5,3099.7200000000003,2
14258.0,10,9,12669.98,1
14259.0,142,1,120.0,3
14261.0,51,2,1163.45,2
14262.0,9,8,2618.23,1
14264.0,155,2,333.97,3
14265.0,110,2,530.18,3
14267.0,163,3,1516.24,2
14270.0,332,1,492.65000000000003,3
14271.0,226,1,112.32,3
14272.0,74,2,437.96,3
14273.0,52,4,559.97,2
14276.0,99,3,1119.74,2
14277.0,16,3,4188.0,2
14280.0,197,1,134.04,3
14282.0,4,15,3701.44,1
14284.0,31,2,595.25,0
14285.0,22,4,1910.01,2
14286.0,24,3,4628.75,2
14287.0,9,3,176.63,0
14288.0,214,1,426.6,3
14289.0,9,6,911.26,1
14290.0,12,5,2314.65,1
14291.0,2,11,3883.25,1
14292.0,8,9,4871.93,1
14293.0,4,4,1046.56,0
14295.0,41,1,166.20000000000002,3
14297.0,18,4,1305.33,2
14298.0,9,44,51527.3,1
14299.0,9,9,3965.62,1
14300.0,19,1,43.2,0
14301.0,118,1,640.14,3
14304.0,223,1,383.45,3
14305.0,72,3,1858.96,2
14306.0,52,2,2093.32,2
14307.0,89,6,2995.72,2
14309.0,9,9,2352.53,1
14311.0,243,1,310.26,3
14312.0,47,6,1611.59,2
14314.0,107,1,120.0,3
14315.0,45,6,2481.13,2
14317.0,65,1,508.58000000000004,3
14320.0,207,2,477.79,3
14321.0,11,5,1530.75,2
14323.0,115,2,605.0600000000001,3
14326.0,243,1,183.85,3
14327.0,164,1,311.65,3
14329.0,18,7,4975.24,1
14331.0,125,2,462.65999999999997,3
14332.0,23,3,840.21,0
14333.0,68,1,415.2,3
14334.0,17,8,2552.21,1
14335.0,17,2,454.86,0
14336.0,17,4,1614.91,2
14338.0,162,2,588.22,3
14339.0,243,1,309.52,3
14340.0,219,1,134.7,3
14341.0,46,8,2166.98,2
14342.0,22,4,668.5600000000001,2
14344.0,128,8,889.9300000000001,2
14345.0,39,1,108.97999999999999,3
14346.0,121,2,1021.58,2
14348.0,261,1,409.57,3
14349.0,11,1,133.5,0
14350.0,275,1,282.93,3
14351.0,165,1,51.0,3
14352.0,158,4,1078.96,2
14353.0,216,1,90.6,3
14354.0,6,2,163.62,0
14355.0,366,1,174.4,3
14356.0,80,2,701.23,2
14357.0,44,1,225.12,3
14359.0,20,3,912.18,0
14360.0,32,4,2118.03,2
14362.0,23,1,151.5,0
14364.0,109,8,3717.35,2
14367.0,9,16,9227.82,1
14368.0,320,1,155.0,3
14371.0,296,1,100.5,3
14373.0,359,1,76.55,3
14375.0,186,1,235.56,3
14377.0,192,2,617.05,3
14379.0,45,2,348.1,0
14381.0,53,1,202.68,3
14382.0,27,1,615.49,0
14383.0,39,3,1247.69,2
14385.0,10,3,202.11,0
14386.0,297,1,142.4,3
14387.0,33,3,1727.6,2
14388.0,11,8,3212.84,1
14389.0,66,2,1043.46,2
14390.0,11,9,4642.57,1
14393.0,219,1,67.95,3
14395.0,3,9,3479.91,1
14396.0,66,2,487.99,3
14397.0,3,19,2612.96,1
14400.0,150,1,574.7,3
14401.0,5,13,4051.48,1
14403.0,131,4,1475.81,2
14404.0,34,6,1449.32,2
14406.0,120,1,156.75,3
14407.0,108,6,2157.73,2
14408.0,11,7,2599.03,1
14409.0,72,6,2059.4500000000003,2
14410.0,93,9,1100.27,2
14411.0,311,1,1063.0,3
14412.0,43,2,770.03,2
14413.0,363,1,121.05,3
14414.0,92,7,1496.98,2
14415.0,2,13,5855.57,1
14416.0,23,2,490.22,0
14418.0,4,3,1937.25,0
14419.0,11,6,1051.79,1
14420.0,100,1,387.52,3
14421.0,58,2,813.11,2
14422.0,1,6,4263.64,1
14423.0,219,1,265.2,3
14424.0,18,1,322.08,0
14426.0,24,10,4481.67,1
14427.0,51,2,363.34000000000003,0
14428.0,8,5,1224.06,1
14431.0,303,1,470.36,3
14432.0,10,6,2248.5,1
14434.0,22,6,1372.8,2
14436.0,99,1,89.06,3
14437.0,366,1,63.0,3
14438.0,307,1,131.9,3
14439.0,320,1,2661.24,2
14440.0,9,5,2357.6800000000003,1
14441.0,1,4,1712.89,1
14442.0,205,2,1589.82,2
14443.0,54,4,1420.2,2
14446.0,1,4,1010.35,0
14447.0,19,5,1163.23,2
14448.0,10,2,375.35,0
14449.0,19,4,885.8,2
14450.0,181,3,483.25,3
14451.0,61,2,643.9,2
14452.0,11,2,259.05,0
14453.0,191,1,119.93,3
14456.0,6,9,3017.28,1
14457.0,311,1,113.64,3
14459.0,156,1,1837.92,2
14460.0,111,3,434.34,3
14461.0,149,3,2103.06,2
14462.0,67,11,1980.57,2
14463.0,99,3,529.62,2
14465.0,247,3,1038.44,2
14466.0,30,7,2272.4,2
14467.0,18,4,596.26,0
14470.0,12,2,461.19,0
14472.0,104,8,1852.67,2
14473.0,75,2,234.34000000000003,3
14474.0,47,1,547.66,0
14475.0,72,3,925.85,2
14476.0,258,1,193.0,3
14477.0,20,4,1309.6,2
14479.0,254,2,316.25,3
14480.0,12,1,279.05,0
14481.0,165,2,636.51,3
14482.0,19,6,2022.81,2
14483.0,282,1,137.1,3
14484.0,51,1,321.92,3
14485.0,39,1,162.8,0
14487.0,27,6,1165.48,2
14488.0,68,1,1064.28,2
14489.0,208,1,463.38,3
14491.0,176,2,340.93,3
14493.0,8,5,2383.2400000000002,1
14494.0,26,1,139.56,0
14495.0,51,2,123.8,3
14496.0,312,2,538.8100000000001,3
14497.0,310,1,475.37,3
14498.0,43,5,1957.32,2
14499.0,27,3,808.44,2
14500.0,89,3,356.85,3
14501.0,184,2,251.21,3
14502.0,20,11,2429.83,1
14503.0,4,6,3543.26,1
14504.0,48,4,673.26,2
14505.0,18,8,5859.43,1
14506.0,18,5,1960.65,2
14507.0,24,6,1367.88,2
14508.0,23,2,268.05,0
14511.0,12,5,1314.81,2
14512.0,188,2,275.28,3
14513.0,101,3,455.59000000000003,3
14514.0,62,3,990.2,2
14515.0,18,6,2076.89,1
14517.0,34,2,330.45,0
14518.0,65,1,174.37,3
14520.0,2,2,270.6,0
14522.0,25,4,974.54,2
14523.0,109,1,241.09,3
14524.0,32,9,1843.83,1
14525.0,20,9,4215.9,1
14527.0,3,55,8507.13,1
14528.0,38,1,364.21999999999997,0
14529.0,61,3,578.61,2
14530.0,26,6,2862.11,2
14532.0,237,4,932.85,2
14533.0,25,7,1949.72,2
14534.0,3,18,4397.3,1
14535.0,61,3,2854.84,2
14536.0,260,1,170.95,3
14537.0,58,1,355.56,3
14538.0,65,2,388.25,3
14539.0,16,2,537.48,0
14540.0,10,3,952.66,0
14541.0,59,8,1453.35,2
14542.0,186,1,103.25,3
14543.0,29,16,3599.73,1
14544.0,25,2,2004.3,2
14546.0,6,5,2573.93,1
14547.0,4,8,3974.75,1
14548.0,151,2,652.8,3
14549.0,312,1,289.24,3
14550.0,11,2,757.37,0
14551.0,19,2,186.23,0
14552.0,152,1,164.22,3
14553.0,20,5,859.27,2
14554.0,11,4,2279.4900000000002,2
14555.0,58,2,312.54,3
14557.0,86,1,788.38,3
14560.0,8,22,2237.77,1
14561.0,76,3,1080.76,2
14562.0,4,18,5006.77,1
14565.0,96,4,3099.12,2
14566.0,111,1,1432.0,2
14567.0,57,2,1530.3600000000001,2
14569.0,2,1,227.39,0
14570.0,281,2,218.06,3
14572.0,4,7,2804.54,1
14573.0,180,9,1639.82,2
14576.0,373,1,35.400000000000006,3
14577.0,13,4,859.71,0
14578.0,4,1,168.63,0
14581.0,17,1,138.6,0
14582.0,41,1,114.11,3
14583.0,6,5,986.96,0
14584.0,170,4,1033.06,2
14585.0,51,1,157.05,3
14586.0,277,1,237.36,3
14587.0,19,9,1580.29,1
14589.0,372,1,39.75,3
14591.0,16,4,1320.21,2
14592.0,36,3,557.94,0
14593.0,22,3,617.15,0
14594.0,8,2,363.33,0
14595.0,20,6,1740.6,2
14597.0,12,2,866.24,0
14598.0,45,1,221.97,3
14600.0,306,1,393.33000000000004,3
14601.0,11,1,213.96,0
14603.0,275,1,660.0,3
14606.0,2,93,12076.15,1
14607.0,16,14,16209.5,1
14608.0,5,4,1785.15,1
14609.0,73,4,601.56,2
14616.0,243,3,406.08000000000004,3
14618.0,10,3,553.44,0
14619.0,246,1,394.44,3
14620.0,206,2,412.78000000000003,3
14621.0,2,5,1788.3600000000001,1
14622.0,185,1,320.58000000000004,3
14623.0,33,5,886.7,2
14624.0,58,2,225.85,3
14625.0,197,2,899.63,3
14626.0,24,4,2791.27,2
14628.0,92,2,671.96,2
14629.0,5,2,955.26,0
14631.0,51,3,1006.98,2
14632.0,263,1,114.56,3
14633.0,267,1,344.90000000000003,3
14636.0,37,2,609.85,0
14638.0,51,1,443.6,3
14639.0,53,6,2984.49,2
14640.0,25,6,2107.38,2
14641.0,22,1,110.46,0
14642.0,59,1,96.12,3
14643.0,171,2,693.8100000000001,3
14644.0,68,2,830.76,2
14645.0,157,2,597.09,3
14646.0,2,74,280206.02,1
14647.0,202,1,236.04000000000002,3
14649.0,5,4,1402.59,0
14651.0,68,2,653.75,2
14652.0,78,1,114.18,3
14653.0,2,7,1926.65,1
14655.0,9,4,1932.23,2
14656.0,170,2,291.05,3
14657.0,18,4,848.22,2
14658.0,6,2,247.15,0
14659.0,9,9,2529.93,1
14660.0,87,2,285.74,3
14661.0,27,1,107.95,0
14662.0,29,4,741.37,2
14664.0,20,2,636.24,0
14665.0,61,5,1835.7,2
14666.0,25,1,195.25,0
14667.0,11,25,9175.04,1
14669.0,242,3,1259.24,2
14670.0,281,2,392.86,3
14672.0,235,2,765.55,3
14673.0,4,5,1736.4,1
14675.0,17,1,596.36,0
14676.0,32,6,2548.2400000000002,2
14680.0,26,16,28754.11,1
14681.0,72,3,498.95,2
14682.0,188,2,52.0,3
14684.0,26,5,1201.51,2
14687.0,107,1,628.38,3
14688.0,8,21,5579.1,1
14689.0,209,1,112.8,3
14690.0,45,2,355.05,0
14691.0,31,5,2114.33,2
14692.0,138,4,591.55,2
14693.0,265,1,172.9,3
14696.0,5,7,2078.95,1
14697.0,219,2,188.60999999999999,3
14698.0,2,5,1217.27,1
14699.0,215,1,109.13000000000001,3
14700.0,33,3,2195.1,2
14701.0,11,9,2526.09,1
14702.0,2,17,3251.79,1
14703.0,15,1,318.17,0
14704.0,12,9,1493.96,1
14705.0,199,1,179.0,3
14708.0,3,3,1126.37,0
14709.0,16,13,4921.04,1
14710.0,15,4,599.48,0
14711.0,11,11,2839.62,1
14712.0,30,3,917.07,2
14713.0,10,11,2662.2,1
14714.0,25,1,160.19,0
14715.0,25,4,867.38,2
14716.0,44,2,307.51,0
14719.0,2,5,1581.84,1
14720.0,6,3,663.81,0
14722.0,148,1,180.42000000000002,3
14723.0,11,6,1122.3600000000001,1
14725.0,25,1,655.58,0
14727.0,275,1,268.58,3
14729.0,374,1,313.49,3
14730.0,2,8,1897.57,1
14731.0,48,3,380.02,0
14732.0,9,8,2702.4900000000002,1
14733.0,17,12,9585.91,1
